,id,app_size_bytes,app_price,app_rating_count,app_rating,app_content_rating,app_genre,app_total_supported_langs
4172,965096605,1215169536,4.99,452,4.5,9+,Games,1
4173,965114347,142140416,1.99,560,4,4+,Games,1
4175,965137032,150025216,0,2102,2.5,4+,Games,1
4176,965226033,13816832,2.99,0,0,4+,Health & Fitness,5
4179,965474816,188807168,2.99,1872,4.5,4+,Photo & Video,12
4181,965552611,87649280,6.99,1032,3.5,4+,Utilities,1
4183,965609252,101882880,0,1538,4,12+,Social Networking,34
4184,965622173,52610048,0.99,0,0,17+,Music,2
4185,965748314,38805504,0,199,4,9+,Games,16
4188,965789238,77583360,0,23,4.5,4+,Shopping,1
4189,965965461,12034048,0,4903,4.5,4+,Games,1
4190,966030326,95298560,29.99,338,4.5,4+,Music,31
4191,966038711,113778688,2.99,399,5,4+,Games,1
4192,966057213,42187776,0.99,813,4.5,4+,Productivity,9
4194,966099615,102996992,0,1,1,4+,Social Networking,1
4197,966169065,30010368,2.99,14,3,4+,Games,5
4198,966333863,729790464,0,1498,4,9+,Games,1
4199,966509113,55869440,0,1253,4,12+,Games,25
4200,966758561,133889024,0,3116,4.5,9+,Shopping,1
4201,966764324,13437952,0,213,3.5,4+,Catalogs,1
4203,966802035,136356864,0,1,5,4+,Games,4
4204,966810173,142196736,0,7969,4.5,9+,Games,8
4205,967082741,114266112,2.99,335,4.5,12+,Games,1
4206,967146605,549847040,0,1,1,9+,Games,1
4207,967181200,441390080,0,9,4,4+,Education,1
4209,967351793,9355264,0,12616,4.5,4+,Photo & Video,27
4210,967383325,114073600,2.99,117,4,12+,Games,1
4211,967422975,420385792,0,40446,4,4+,Games,1
4212,967502646,60604416,9.99,228,3,4+,Utilities,7
4213,967624193,30650368,1.99,917,4.5,4+,Games,9
4216,967812288,161444864,0.99,135,4.5,4+,Games,1
4217,967870967,52166656,0,0,0,4+,Games,4
4218,967912296,95245312,0,0,0,4+,Games,1
4219,968016877,148738048,0,108,3.5,9+,Games,8
4220,968213298,98312192,0,1,5,9+,Games,2
4223,968433730,120110080,0,2528,4.5,4+,Productivity,1
4224,968591710,105525248,6.99,130,4.5,4+,Photo & Video,10
4225,968666409,243791872,0,599,4.5,9+,Games,8
4226,968744559,190799872,0,5697,4.5,4+,Games,7
4227,968858645,29434880,0,325,3.5,4+,Games,1
4228,968907076,120923136,0,249,4.5,4+,Games,12
4229,968953976,71931904,0,36414,4.5,9+,Games,1
4232,968999008,408956928,4.99,3035,4,12+,Games,1
4233,969044213,335666176,0,1944,4,4+,Games,12
4234,969154545,150372352,0,737,3.5,12+,Games,12
4235,969211750,170766336,0.99,1892,4.5,9+,Games,1
4236,969247886,306733056,0,3248,4.5,4+,Games,13
4237,969264934,40808448,3.99,184,4.5,9+,Games,1
4238,969316884,151109632,0,16116,4.5,17+,Games,12
4239,969447060,66277376,0,6,5,12+,Medical,1
4240,969447496,160539648,0.99,978,4.5,12+,Games,10
4241,969475899,117735424,0,41,4,4+,Games,1
4242,969488951,790288384,0,3634,4,17+,Games,12
4243,969589921,478513152,0,694,4.5,4+,Games,14
4244,969592391,600293376,2.99,80,4,4+,Entertainment,8
4245,969934912,65225728,0,5655,4.5,4+,Games,1
4247,969961138,84405248,1.99,553,4,4+,Games,1
4248,970021572,966435840,3.99,148,4.5,4+,Games,1
4249,970044095,89121792,0,4919,4.5,9+,Games,1
4250,970131308,28518400,0,320,3.5,9+,Music,1
4251,970202342,207793152,3.99,431,4.5,9+,Games,1
4253,970389374,21928960,14.99,27,4,4+,Music,4
4254,970416885,93091840,1.99,253,1.5,17+,Utilities,2
4255,970417047,574139392,0,21016,4.5,17+,Games,1
4256,970421850,21389312,0.99,2318,4.5,4+,Games,12
4258,970721313,119513088,0,2232,4.5,4+,Games,1
4259,970777078,18927616,0,2496,4.5,4+,Music,31
4261,971186665,454002688,0.99,18,2.5,9+,Games,1
4262,971215921,130527232,2.99,444,4,4+,Games,3
4263,971231853,178203648,4.99,85,4.5,4+,Education,1
4264,971233157,1165103104,0,3960,4,12+,Games,15
4265,971265422,41041920,0,7477,2.5,17+,Entertainment,1
4266,971304016,1176644608,4.99,6431,5,9+,Games,10
4267,971329287,119345152,2.99,31,4.5,4+,Education,1
4268,971414822,291126272,0,785,4.5,9+,Games,1
4271,971608996,445100032,4.99,88,3,9+,Games,12
4272,971720127,230836224,0,115,4.5,17+,Games,1
4273,971756507,87481344,0,5645,4,4+,Games,9
4274,971788369,518226944,3.99,169,4.5,12+,Games,1
4276,972003056,175301632,2.99,13,3.5,4+,Education,11
4278,972013240,26438656,0,18821,4.5,4+,Games,1
4280,972319818,105950208,3.99,719,4,4+,Games,1
4281,972349604,3115008,0,0,0,4+,Utilities,2
4284,972387337,13418496,19.99,651,4.5,4+,Productivity,1
4285,972419844,433222656,0,9,3,4+,Games,1
4286,972426013,91374592,1.99,97,4,4+,Photo & Video,1
4290,972533719,320819200,0,0,0,12+,Games,2
4293,972579925,199975936,0,6,4.5,4+,Education,2
4294,972627326,98314240,0,968,4.5,4+,Games,1
4295,972627811,103305216,0,4371,4.5,4+,Games,1
4296,972657175,236545024,2.99,1580,5,12+,Games,11
4297,972737732,155984896,0,149,4,9+,Games,10
4298,972909677,108550144,0,6062,3.5,4+,Social Networking,34
4300,973005664,25895936,0,32020,5,4+,Games,1
4301,973055274,98941952,0,2091,4.5,4+,Games,11
4302,973056418,63872000,0,555,4,12+,Music,1
4303,973113361,168663040,2.99,447,3,4+,Games,1
4304,973324681,46342144,0,520,4,4+,Lifestyle,1
4306,973337925,115112960,0,3987,4.5,4+,Photo & Video,13
4308,973366293,86094848,0,11,3.5,12+,Shopping,2
4311,973482525,70504448,0,29475,4.5,4+,Games,1
4312,973482987,47722496,2.99,9876,4.5,12+,Games,1
4313,973741088,39950336,0,4547,4,4+,Education,3
4315,973825192,173882368,0,0,0,4+,Games,1
4316,973901066,185982976,0,435,4.5,4+,Games,11
4317,974022309,28471296,2.99,22,2,4+,Health & Fitness,5
4318,974092051,646467584,3.99,31,5,12+,Games,1
4319,974135847,161083392,0,7486,4,4+,Games,6
4320,974529966,52018176,0,173,4.5,4+,Games,11
4321,974530923,14903296,0.99,34,4.5,4+,Productivity,2
4323,974599171,171659264,0.99,1554,4.5,9+,Games,11
4324,974625290,88300544,0,109,4.5,12+,Games,1
4325,974682335,590045184,4.99,17,4.5,12+,Games,11
4326,974748812,48201728,0,2069,4.5,17+,Photo & Video,1
4327,974769286,8335360,1.99,34,4,4+,Photo & Video,1
4328,975139176,133572608,0,18037,4.5,4+,Games,1
4329,975364678,117985280,0,9517,4.5,12+,Games,17
4330,975414811,92557312,0,12,3.5,17+,Book,1
4333,975459971,53944320,0,0,0,9+,Games,1
4335,975683986,1017208832,4.99,515,5,12+,Games,1
4336,975832655,35436544,0,0,0,17+,Sports,1
4337,975955904,223821824,0,19,1.5,9+,Games,2
4338,975985952,176520192,0.99,116,5,4+,Games,12
4340,976063428,12980224,0,1,3,9+,Entertainment,2
4341,976063866,39276544,1.99,116,4.5,12+,Games,16
4342,976071352,131524608,0,11,4.5,12+,Games,0
4343,976116090,600387584,0,7429,4.5,9+,Games,13
4345,976150380,265324544,1.99,1410,4.5,9+,Games,1
4346,976173170,141687808,0,28216,4,4+,Games,8
4348,976257847,5000192,2.99,0,0,4+,Education,1
4349,976350178,61336576,0,60,4,4+,Games,1
4350,976429128,293900288,4.99,329,2.5,4+,Entertainment,3
4351,976510666,64018432,0,315,3.5,17+,Utilities,1
4353,976690555,134340608,9.99,306,5,4+,Music,8
4355,977028266,53278720,0,1773,4.5,4+,Games,11
4356,977041956,39937024,0,0,0,4+,Food & Drink,2
4357,977056011,672897024,0,265,4.5,4+,Games,5
4359,977091580,113533952,8.99,153,4,4+,Music,13
4360,977159568,26830848,0,0,0,4+,Health & Fitness,1
4361,977183254,62683136,0,539,4.5,4+,Games,1
4362,977242839,316589056,0,392,4,4+,Book,12
4363,977256145,395485184,0,76,3.5,9+,Games,1
4364,977262615,32713728,0,83,2.5,4+,Utilities,2
4365,977354430,351164416,0,1938,4,12+,Games,6
4368,977549081,2864631808,12.99,0,0,12+,Games,1
4372,977646169,530618368,4.99,2277,4.5,9+,Games,1
4374,977865620,79404032,0.99,1886,5,9+,Games,1
4375,977909424,18182144,0,493,3.5,4+,Games,1
4376,977933863,29333504,0,18,4.5,17+,Entertainment,1
4377,977949232,38819840,0.99,69,4.5,4+,Lifestyle,5
4378,977958854,139517952,0,1047,4.5,9+,Games,17
4379,977965019,51174400,0,0,0,4+,Food & Drink,1
4380,978148241,50969600,2.99,39,4,4+,Games,1
4381,978176131,610469888,3.99,42,3.5,4+,Entertainment,7
4382,978201325,60309504,1.99,53,3,4+,Utilities,1
4384,978236345,80967680,0.99,106,3,17+,Social Networking,5
4386,978238542,725459968,0,87,4,12+,Games,6
4387,978352903,332834816,4.99,171,4.5,12+,Games,1
4388,978524071,3521220608,4.99,235,4,12+,Games,6
4389,978563657,175493120,3.99,33,3.5,4+,Music,1
4390,978603244,87477248,0,23,4,17+,Lifestyle,2
4391,978697315,172691456,4.99,1976,4.5,4+,Business,14
4393,978759625,1042634752,0,8596,4.5,17+,Games,15
4394,978866413,154318848,0,33808,4,4+,Games,11
4395,978882773,72469504,0,828,4.5,4+,Productivity,1
4398,978985106,137212928,0,147,4,17+,Social Networking,2
4399,979092836,69404672,0.99,1094,4.5,9+,Games,5
4400,979100082,39330816,0,28754,4.5,4+,Games,1
4403,979144378,56249344,0,7,4.5,17+,Utilities,1
4404,979151411,161026048,0,6841,4.5,9+,Games,15
4405,979401801,42198016,0,27750,5,17+,Utilities,5
4407,979469730,70346752,0.99,0,0,4+,Games,3
4408,979533450,117142528,9.99,0,0,4+,Education,1
4409,979540312,9326592,0.99,29,4,4+,Photo & Video,1
4410,979598664,104240128,0,22444,4.5,17+,Games,46
4411,979599928,2318708736,4.99,1510,3.5,4+,Games,1
4412,979713827,117929984,0,6379,4.5,4+,Games,11
4413,979759584,117254144,0,23735,4.5,4+,Games,1
4414,979967712,154107904,0,10159,5,12+,Games,1
4415,980132410,651927552,0.99,1331,4.5,9+,Games,8
4416,980134624,44208128,0,0,0,12+,Reference,1
4417,980241548,129190912,0,1018,4,9+,Games,1
4419,980274086,1196982272,3.99,510,4.5,12+,Games,9
4420,980286865,1431842816,3.99,715,4.5,9+,Games,8
4421,980307863,896630784,3.99,110,4,9+,Games,8
4422,980368562,159452160,3.99,1187,5,4+,Food & Drink,2
4423,980384565,53612544,0,1934,4.5,4+,Games,1
4424,980540474,302269440,2.99,64,4,12+,Games,1
4426,980594437,22126592,0,0,0,4+,Games,2
4428,980864870,176689152,0,5,4.5,12+,Games,1
4429,981031050,75983872,0.99,1,5,9+,Games,1
4430,981035758,206268416,9.99,439,5,12+,Games,1
4431,981093617,74928128,2.99,118,4.5,17+,Health & Fitness,2
4432,981305941,1264988160,4.99,756,4,9+,Games,1
4433,981413101,244779008,0,0,0,12+,Games,1
4435,981437721,65159168,0.99,24,1.5,4+,Photo & Video,1
4437,981535263,268636160,4.99,380,3.5,9+,Games,8
4438,981633844,93063168,0,78412,4.5,4+,Games,9
4441,981796690,99317760,0,7527,5,12+,Games,10
4443,981819100,1006264320,0,899,4.5,9+,Games,5
4444,981888264,105136128,0.99,100,3.5,4+,Games,1
4445,981903698,267590656,0,2922,4.5,12+,Games,12
4447,982102809,16384000,0,464,4.5,4+,Business,2
4448,982175678,427715584,14.99,2523,4.5,17+,Games,12
4449,982218746,67235840,0,1902,4,4+,Games,1
4451,982235342,1406915584,0.99,244,4,4+,Games,17
4452,982255287,30552064,0.99,60,4,4+,Games,16
4453,982354972,29690880,1.99,21347,4.5,9+,Games,6
4454,982416928,29438976,0,0,0,4+,Finance,2
4456,982437433,28008448,0,0,0,17+,Finance,1
4458,982457990,87796736,0.99,1,5,12+,Games,3
4459,982528455,242970624,0.99,115,4.5,17+,Games,1
4460,982763237,95036416,2.99,545,4.5,9+,Games,1
4461,982805507,172551168,2.99,823,4.5,4+,Games,10
4462,982819497,116097024,0.99,381,4.5,12+,Games,1
4464,982887800,55756800,0,0,0,4+,Navigation,1
4465,982923857,117507072,0,602,3.5,9+,Games,8
4466,982936366,50565120,1.99,115,4,4+,Photo & Video,1
4467,983099308,252099584,0.99,14,4.5,12+,Games,1
4468,983143183,229527552,0.99,3093,4.5,9+,Games,6
4469,983149271,153622528,0,277,5,4+,Games,11
4470,983151079,74248192,0,10,3.5,4+,Finance,2
4471,983202217,121336832,0,24,3.5,17+,Sports,4
4472,983488323,160277504,0,71,3.5,12+,Games,5
4473,983489496,6500352,0,144,3,4+,Games,1
4475,983613658,15116288,1.99,11,3.5,4+,Photo & Video,6
4476,983826477,9256960,0,4736,5,4+,Productivity,1
4477,983868842,37957632,2.99,92,4.5,12+,Games,1
4482,983963758,273789952,0,26,3,9+,Games,3
4483,984394908,703052800,0,6325,4,12+,Games,15
4484,984451115,183284736,0,505,4.5,4+,Games,11
4485,984594553,135886848,0.99,15,4.5,4+,Games,1
4486,984731733,195417088,0,0,0,12+,Games,1
4490,984957369,59156480,0.99,7,4.5,4+,Education,3
4491,985035649,173502464,0.99,27,4,12+,Games,1
4492,985077390,92815360,0.99,25,5,4+,Games,1
4493,985082895,640595968,0,952,4,12+,Games,14
4496,985238090,42478592,0,142,4,12+,Health & Fitness,1
4499,985565530,22060032,0,7,4.5,12+,Games,1
4500,985611127,45785088,4.99,0,0,4+,Navigation,2
4501,985631644,76464128,0,1619,4.5,4+,Games,6
4502,985653378,63004672,0,2912,5,4+,Games,8
4503,985746746,26890240,0,9152,4.5,4+,Social Networking,1
4505,985923564,109096960,0,1142,4.5,4+,Games,1
4506,985927350,47908864,0.99,165,3,4+,Games,1
4507,985945557,250955776,2.99,75,4.5,4+,Education,16
4508,985950986,220948480,0,604,4.5,17+,Games,1
4509,986073281,16275456,0,11977,4.5,4+,Photo & Video,1
4511,986110430,179004416,0,20064,4.5,12+,Games,1
4513,986339882,109915136,0,38424,4.5,12+,Shopping,16
4514,986420993,51410944,0,0,0,4+,Weather,1
4515,986540048,59845632,0,2901,5,4+,Health & Fitness,12
4518,986722176,146187264,0,6,4.5,12+,Games,1
4519,986749236,72523776,0,0,0,17+,Lifestyle,2
4521,986905979,69876736,0,1047,4,12+,Music,9
4522,987112935,89478144,0,30,2.5,12+,Games,1
4523,987237335,46248960,0.99,2,3,4+,Games,1
4525,987360477,178185216,0,3594,4,4+,Games,22
4529,987732117,247331840,0,1204,5,9+,Games,2
4530,987733557,157003776,0.99,206,4.5,9+,Games,1
4532,987868589,51246080,1.99,0,0,4+,Education,0
4533,987873536,77725696,0,1395,4.5,4+,Education,1
4536,987962261,127627264,0,546,4,4+,Entertainment,33
4537,988173374,57919488,0,2246,4.5,4+,Photo & Video,17
4538,988235692,62258176,0,0,0,4+,Games,6
4540,988296409,65105920,0,0,0,12+,Games,1
4541,988301769,30003200,0,0,0,4+,Games,2
4542,988318940,332123136,2.99,3571,4.5,4+,Education,18
4543,988341207,33019904,0,0,0,17+,Finance,2
4544,988375097,242545664,0,41,4,4+,Games,15
4545,988383602,121913344,0.99,721,4,9+,Games,1
4546,988396858,174611456,0,19,3,17+,Social Networking,4
4547,988455996,598734848,0.99,8,4,9+,Games,8
4548,988476572,128421888,0,14673,4.5,4+,Games,1
4549,988518358,147472384,0,572,4.5,4+,Games,10
4550,988627776,140779520,0,5,4,17+,Games,0
4555,988716364,241339392,0,0,0,12+,Games,1
4556,988737164,112883712,0,0,0,4+,Utilities,5
4557,988752315,135064576,0,3180,4.5,9+,Games,14
4558,988953433,88558592,0,353,3.5,4+,Travel,3
4561,989078384,101990400,0,0,0,4+,Games,1
4562,989080135,189335552,0,4638,4.5,9+,Games,18
4563,989087237,70821888,0,0,0,17+,Entertainment,1
4564,989105524,77255680,3.99,0,0,4+,Games,2
4565,989148225,1654782976,2.99,1010,4,12+,Games,10
4566,989178902,87201792,4.99,1085,4,4+,Productivity,7
4567,989254177,59503616,3.99,1014,4.5,4+,Health & Fitness,11
4568,989330818,508655616,9.99,454,4,4+,Music,1
4569,989442029,2515968,1.99,0,0,4+,Productivity,13
4570,989447181,39709696,0,392,4.5,4+,Business,22
4575,989733380,247309312,2.99,114,4,4+,Games,7
4576,989804926,91155456,0,2619,3.5,17+,Utilities,50
4577,989844820,260640768,0,121,3.5,12+,Entertainment,1
4579,990157917,332144640,1.99,77,4.5,4+,Games,1
4582,990345796,10946560,0,7197,4,9+,Games,1
4584,990652974,659142656,0,3000,4,9+,Games,11
4585,990668324,274699264,1.99,99,4.5,4+,Photo & Video,13
4586,990692830,307658752,0,444,4.5,4+,Games,1
4588,990928352,56421376,3.99,198,4.5,4+,Photo & Video,10
4589,991018252,587313152,0,3375,4.5,4+,Games,1
4590,991032122,47065088,0,398,3.5,17+,Social Networking,1
4591,991153141,1172922368,0,199396,4.5,12+,Games,5
4592,991165672,44598272,0,37,2,4+,News,1
4594,991346515,204382208,0,11955,4.5,4+,Photo & Video,33
4595,991357716,81724416,1.99,1364,4.5,9+,Games,1
4596,991526007,35410944,0,2535,4,12+,Social Networking,1
4597,991558368,68191232,0,809,4.5,4+,Entertainment,1
4598,991563953,163149824,0.99,288,4,4+,Games,1
4600,991626372,109117440,2.99,14,5,4+,Photo & Video,31
4602,991693702,29364224,1.99,23,1.5,4+,Utilities,1
4603,991709209,34203648,0,126,4,17+,Games,6
4605,991764216,77151232,1.99,180,3.5,4+,Health & Fitness,1
4607,991897864,247308288,3.99,43,4.5,4+,Education,1
4608,992004655,92802048,0,3232,4.5,4+,Social Networking,33
4609,992047786,18767872,0.99,8,4,4+,Photo & Video,5
4610,992051355,185572352,4.99,2637,4.5,4+,Games,10
4611,992140314,630600704,0,3092,4,12+,Games,1
4612,992140496,29378560,3.99,37,4.5,4+,Games,1
4613,992309647,169729024,0,8557,4.5,4+,Games,1
4616,992412812,89993216,0,38,4,4+,Games,11
4617,992421775,47943680,0,2092,5,4+,Photo & Video,12
4618,992425516,220282880,9.99,271,4.5,12+,Games,1
4619,992448528,16656384,0,20812,4.5,4+,Games,1
4621,992640880,955524096,0,12124,4.5,17+,Games,10
4622,992730639,252966912,0,3491,4.5,9+,Games,1
4623,992762497,77918208,0.99,12,4.5,4+,Finance,2
4624,992762663,43722752,0,5,2.5,17+,Lifestyle,1
4626,992796509,150142976,0,2224,4.5,4+,Games,1
4628,992872278,51111936,4.99,808,4,4+,Entertainment,1
4629,992875656,10727424,3.99,42,1,4+,Entertainment,1
4630,992879171,269402112,0,1689,4.5,4+,Games,11
4631,993071546,101220352,0,66,5,12+,Entertainment,3
4633,993093969,187141120,0,0,0,17+,Games,0
4636,993160329,170175488,4.99,1575,3.5,4+,Productivity,27
4637,993187907,11702272,0,9,1,4+,Games,1
4638,993290127,164357120,0,2523,4.5,12+,Games,1
4639,993435362,31600640,4.99,134,4.5,17+,Reference,2
4640,993479067,34414592,0,0,0,4+,Health & Fitness,16
4642,993492744,53579776,0,79074,5,4+,Games,1
4644,993570169,31567872,0,1210,4.5,4+,Games,1
4645,993605516,230216704,0,1425,4.5,4+,Games,12
4646,994046673,118812672,0,0,0,12+,Photo & Video,3
4647,994052436,12320768,0,0,0,4+,Lifestyle,1
4649,994119740,130276352,0,180,4,12+,Social Networking,1
4650,994556645,186588160,0,604,3.5,4+,Education,1
4651,994624624,63553536,0,330,3.5,4+,Lifestyle,1
4652,994673739,105742336,2.99,70,4,4+,Education,1
4653,994674676,179484672,2.99,30,3.5,4+,Education,1
4654,994822255,1920265216,4.99,262,4,9+,Games,10
4656,994855806,47884288,0,3774,4.5,4+,Games,1
4658,994905763,87287808,0,25683,5,12+,Photo & Video,1
4659,994933845,362530816,0,1449,4.5,4+,Games,10
4660,995014054,100635648,0,2288,5,4+,Games,11
4661,995022521,89902080,0.99,71,4.5,17+,Utilities,1
4662,995112030,74385408,0,790,2,4+,Finance,1
4663,995125257,8294400,0,0,0,4+,Travel,34
4672,995922287,126574592,0,201,4,9+,Games,24
4673,995999703,63954944,0,176514,4.5,9+,Games,1
4674,996136866,1379309568,4.99,192,3.5,12+,Games,1
4675,996246479,25903104,0,1214,2.5,17+,Entertainment,1
4677,996345745,180629504,0,1428,4.5,9+,Games,14
4679,996402903,227435520,0,191,4.5,12+,Games,1
4680,996491151,410278912,3.99,21,3.5,4+,Games,1
4681,996509117,124596224,0,111,4,4+,Games,1
4683,996802374,226083840,0,1559,4,9+,Games,1
4684,996855098,40488960,0,1,4,4+,Games,2
4685,996866372,96720896,0,15,3,12+,News,1
4688,996948313,3008276480,5.99,100,3.5,12+,Games,1
4689,997002798,481390592,2.99,9,3.5,4+,Games,16
4695,997252057,17457152,0,281,3.5,4+,Social Networking,17
4696,997362197,55851008,0,12779,5,4+,Photo & Video,9
4698,997392079,171746304,0.99,224,3,17+,Games,1
4699,997446291,126681088,4.99,517,4.5,9+,Games,10
4703,997676587,32492544,0,212,4.5,4+,Games,15
4704,997715441,339391488,0,0,0,17+,Games,1
4705,997811381,609991680,1.99,70,3,4+,Entertainment,6
4706,997811612,578273280,0,2088,4.5,9+,Games,1
4707,997878440,640870400,2.99,124,4.5,9+,Games,9
4708,998059934,135132160,2.99,94,4.5,4+,Productivity,20
4709,998179061,55376896,4.99,99,4,17+,Games,16
4711,998253660,23538688,0,0,0,12+,Book,1
4713,998276924,1027908608,0,2005,4.5,4+,Games,1
4714,998286883,112135168,0,3874,4.5,4+,Games,11
4715,998360879,95789056,0,35,4.5,12+,Social Networking,1
4716,998364171,1736704,0.99,0,0,4+,Entertainment,24
4718,998424233,107540480,0,733,4.5,9+,Games,1
4721,998528159,88379392,0,377,4.5,12+,Games,6
4723,998560520,38117376,0,1198,5,17+,Medical,9
4725,998834675,299395072,3.99,1,4,4+,Games,14
4726,998936876,799076352,0,238,3.5,12+,Games,1
4728,999183538,121671680,0,3173,5,4+,Shopping,1
4729,999195395,256049152,0.99,0,0,12+,Games,1
4730,999239164,104727552,0,0,0,4+,Health & Fitness,3
4731,999263877,931567616,0,3537,4.5,4+,Games,11
4732,999273718,14546944,0,7,1.5,4+,Games,1
4735,999535933,85999616,0.99,16,4.5,4+,Games,1
4738,999702563,88055808,19.99,52,4,4+,Music,2
4742,999771588,24163328,1.99,361,4,4+,Games,1
4744,1000227889,55037952,0,3,3.5,4+,Games,4
4746,1000559499,653022208,0,730,4.5,12+,Games,12
4748,1000588300,51475456,0,0,0,12+,Book,1
4749,1000590510,41996288,0,0,0,4+,Games,1
4750,1000593025,250717184,2.99,138,4,9+,Games,1
4751,1000668798,422011904,1.99,255,4.5,9+,Games,1
4752,1000708019,58649600,0,960,5,4+,Health & Fitness,12
4753,1000773093,201266176,0,1666,4.5,4+,Games,1
4754,1000835177,289065984,0.99,14,3.5,4+,Games,31
4755,1000876192,153967616,0,16305,4.5,9+,Games,10
4756,1001059684,245165056,2.99,49,3.5,4+,Education,17
4757,1001153553,32029696,0,8,4,4+,Utilities,1
4758,1001177846,458349568,2.99,181,4.5,4+,Games,1
4759,1001193844,57729024,0.99,53,4.5,9+,Games,16
4760,1001229698,359372800,0,392,4,4+,Games,1
4761,1001244846,226968576,2.99,141,4,4+,Education,58
4762,1001247878,491725824,2.99,173,4,4+,Education,58
4763,1001248922,712294400,2.99,200,4.5,12+,Games,1
4764,1001250333,161198080,0,4721,4,12+,Games,1
4765,1001286466,1089228800,0,20621,4,9+,Games,1
4767,1001425491,184078336,0,6051,4.5,4+,Games,12
4768,1001473964,35566592,0,227,5,17+,Entertainment,6
4769,1001501844,62734336,0,1702,4.5,12+,Food & Drink,9
4770,1001515754,222253056,0.99,4,5,9+,Games,9
4771,1001725199,57837568,2.99,76,3.5,4+,Games,1
4776,1001893116,13328384,2.99,1,5,4+,Education,1
4777,1001989098,91478016,0,1354,4.5,4+,Games,11
4778,1002132680,132153344,0,1593,4.5,4+,Games,11
4779,1002210090,48006144,2.99,152,4.5,9+,Games,1
4780,1002228096,47969280,0,878,4.5,9+,Games,13
4781,1002317411,223020032,0,0,0,4+,Games,1
4783,1002340615,145424384,0,23015,4.5,4+,Games,11
4784,1002345611,286941184,1.99,29,3,4+,Education,18
4785,1002355194,78624768,0,23,2.5,4+,Shopping,1
4786,1002381557,28254208,0,0,0,4+,Games,4
4787,1002417141,47817728,0,490,2.5,4+,Lifestyle,1
4788,1002503055,57004032,4.99,379,4,9+,Games,1
4789,1002597082,237295616,0,3250,4,4+,Games,21
4790,1002739417,194486272,2.99,32,4.5,4+,Games,1
4791,1003138996,135406592,3.99,278,4.5,4+,Games,1
4792,1003168863,181778432,0,4815,4.5,12+,Games,3
4793,1003201868,106096640,0,425,4,4+,Games,11
4794,1003287840,99517440,0,25,4,4+,Games,1
4798,1003706384,102620160,0,1105,4.5,4+,Games,1
4799,1003716367,144324608,4.99,23,4.5,4+,Games,32
4801,1003765913,1107044352,0,352,4,12+,Games,1
4803,1003820457,620323840,0,26990,4.5,9+,Games,5
4804,1003822659,138526720,0.99,2737,4.5,9+,Games,1
4805,1003837100,10645504,0,14,4.5,4+,Reference,2
4806,1003996643,11371520,1.99,628,2,4+,Utilities,1
4807,1004090290,48586752,3.99,43,4.5,4+,Book,1
4808,1004227662,53430272,0,5469,4.5,4+,Games,1
4811,1004539546,126610432,0,7072,4.5,12+,Games,10
4813,1004729170,46831616,0,148,4,4+,Games,14
4815,1004871562,232875008,0,105,3,4+,Entertainment,1
4816,1004938586,16020480,0,0,0,4+,Catalogs,1
4817,1004963943,63421440,0,91,4,4+,Education,2
4818,1005017298,40531968,1.99,1838,5,4+,Games,1
4819,1005030039,111504384,0,11,5,4+,Business,1
4820,1005050125,347035648,7.99,26,5,4+,Education,8
4821,1005077069,153125888,0,1235,4.5,12+,Games,33
4822,1005098334,68730880,4.99,497,4.5,9+,Games,16
4824,1005322299,338048000,0,54,4.5,9+,Games,1
4825,1005415016,43257856,1.99,33,3.5,17+,Sports,10
4826,1005468883,15470592,3.99,448,2,4+,Health & Fitness,1
4829,1005783927,296790016,0,4104,4.5,4+,Games,1
4830,1005859110,17825792,1.99,13,3,4+,Entertainment,1
4831,1006385486,29124608,0,2554,4.5,4+,Games,16
4832,1006393168,36184064,0,3757,4.5,12+,Games,1
4833,1006408029,910734336,8.99,451,4,4+,Games,1
4834,1006414665,74728448,0,5717,4.5,12+,Games,1
4835,1006503995,238636032,0.99,0,0,9+,Games,1
4838,1006850128,73683968,1.99,11,3.5,4+,Games,1
4839,1006878949,74420224,0,8922,4.5,4+,Games,3
4840,1007001475,5113856,0,0,0,4+,Games,2
4841,1007115851,152692736,0,1245,4,9+,Games,1
4842,1007120869,124445696,3.99,898,4.5,9+,Games,13
4843,1007143930,576817152,0,837,4,9+,Games,22
4844,1007177838,52744192,2.99,41,4.5,9+,Games,2
4846,1007479011,243613696,1.99,333,4.5,4+,Games,1
4847,1007720559,484895744,0,1050,4.5,4+,Entertainment,6
4848,1007929736,299850752,0,2508,4.5,4+,Games,1
4850,1008053853,97424384,0,0,0,4+,Games,5
4851,1008111072,276512768,0,1984,3.5,9+,Games,1
4852,1008234539,64735232,0,1019,4.5,4+,Finance,1
4853,1008496061,159918080,2.99,153,4,12+,Games,1
4854,1008519817,207542272,0,7075,4.5,4+,Games,1
4855,1008546049,76367872,4.99,110,4,4+,Productivity,4
4856,1008548146,134074368,0,0,0,9+,Games,1
4859,1008623359,82006016,0,0,0,17+,Games,1
4860,1008692660,701620224,4.99,1334,4,4+,Games,6
4861,1008719508,246233088,3.99,978,4.5,12+,Games,11
4863,1009134067,501043200,0,9289,4.5,17+,Games,1
4864,1009158392,511979520,0,1,4,12+,Games,1
4866,1009200976,385683456,0,8394,4.5,12+,Games,45
4867,1009227147,135558144,0,1203,4.5,9+,Games,1
